Area_Name,Year,Group_Name,Sub_Group_Name,K_A_Cases_Reported,K_A_Female_10_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Uttar Pradesh,2010,Kidnap - For Adoption,01. For Adoption,1,0,0,0,0,0,0,1,0,0,0,0,1,1
West Bengal,2010,Kidnap - For Adoption,01. For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,2,0,0,0,2,0
Arunachal Pradesh,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Kidnap - For Begging,02. For Begging,6,2,1,0,0,3,0,6,1,2,0,0,3,0
Bihar,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Begging,02. For Begging,9,8,0,1,0,9,0,9,0,0,0,0,0,0
Gujarat,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2001,Kidnap - For Begging,02. For Begging,1,0,1,0,0,1,0,2,0,0,0,0,1,1
Himachal Pradesh,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Jharkhand,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Maharashtra,2001,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,2,0,0,0,0,1,1
Meghalaya,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2001,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Tamil Nadu,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Kidnap - For Begging,02. For Begging,5,0,0,0,0,0,0,5,2,0,0,0,5,3
West Bengal,2001,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Begging,02. For Begging,6,0,1,0,0,1,0,6,0,4,0,0,5,1
Assam,2002,Kidnap - For Begging,02. For Begging,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Kidnap - For Begging,02. For Begging,3,0,1,0,0,2,1,3,0,0,0,0,1,1
Madhya Pradesh,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,1,0,0,0,2,1
Meghalaya,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
West Bengal,2002,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Andhra Pradesh,2003,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Arunachal Pradesh,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2003,Kidnap - For Begging,02. For Begging,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Himachal Pradesh,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Kidnap - For Begging,02. For Begging,3,0,0,0,0,1,1,3,0,0,0,0,2,2
Madhya Pradesh,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2003,Kidnap - For Begging,02. For Begging,2,0,0,0,0,2,2,2,0,0,0,0,0,0
Meghalaya,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2003,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Chandigarh,2004,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,2,0,0,0,0,2,2
Chhattisgarh,2004,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2004,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Himachal Pradesh,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,0,0,0,0,2,2
Madhya Pradesh,2004,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,0,0,0,0,2,2
Maharashtra,2004,Kidnap - For Begging,02. For Begging,5,0,0,0,0,5,5,6,0,0,0,0,1,1
Manipur,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Kidnap - For Begging,02. For Begging,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Begging,02. For Begging,4,1,0,0,0,1,0,4,1,0,0,0,3,2
West Bengal,2004,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Begging,02. For Begging,2,1,0,0,0,1,0,2,0,1,0,0,1,0
Arunachal Pradesh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,3,0,0,0,0,2,2
Goa,2005,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Gujarat,2005,Kidnap - For Begging,02. For Begging,2,0,0,1,0,3,2,4,1,0,0,0,1,0
Haryana,2005,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Himachal Pradesh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Kidnap - For Begging,02. For Begging,4,2,0,0,0,2,0,4,2,0,0,0,2,0
Kerala,2005,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,3,0,0,0,0,2,2
Manipur,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,5,0,5,0,0,5,0
Tripura,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,2,0,0,0,0,2,2
West Bengal,2005,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Arunachal Pradesh,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Haryana,2006,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Himachal Pradesh,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2006,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,2,0,0,0,0,1,1
Madhya Pradesh,2006,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,2,0,0,0,0,1,1
Maharashtra,2006,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Manipur,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Begging,02. For Begging,9,9,0,0,0,9,0,9,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Begging,02. For Begging,4,0,0,0,0,0,0,4,3,0,0,0,4,1
West Bengal,2006,Kidnap - For Begging,02. For Begging,3,0,0,0,0,1,1,3,2,0,0,0,2,0
Andhra Pradesh,2007,Kidnap - For Begging,02. For Begging,6,1,0,0,0,1,0,6,0,4,0,0,5,1
Arunachal Pradesh,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Chhattisgarh,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Karnataka,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Kerala,2007,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,1,0,0,0,2,1
Madhya Pradesh,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,3,2,0,0,0,2,0
Manipur,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
West Bengal,2007,Kidnap - For Begging,02. For Begging,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Begging,02. For Begging,18,0,0,4,0,4,0,18,0,13,0,0,14,1
Arunachal Pradesh,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Chhattisgarh,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Begging,02. For Begging,5,0,0,0,0,2,2,5,2,1,0,0,3,0
Haryana,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,1,0,0,0,2,1
Maharashtra,2008,Kidnap - For Begging,02. For Begging,4,0,0,0,0,1,1,4,1,0,0,0,3,2
Manipur,2008,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,2,2,0,0,0,2,0
Meghalaya,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Kidnap - For Begging,02. For Begging,2,0,0,0,0,0,0,2,2,0,0,0,2,0
Tamil Nadu,2008,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
West Bengal,2008,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Chandigarh,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Gujarat,2009,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,2,2,0,0,0,2,0
Haryana,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,2,0,1,0,0,1,0
Kerala,2009,Kidnap - For Begging,02. For Begging,2,0,0,0,0,1,1,2,0,0,0,0,1,1
Madhya Pradesh,2009,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Maharashtra,2009,Kidnap - For Begging,02. For Begging,2,2,0,0,0,6,4,9,3,0,0,0,3,0
Manipur,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Begging,02. For Begging,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Begging,02. For Begging,19,0,0,2,0,4,2,19,5,6,0,0,15,4
Andhra Pradesh,2010,Kidnap - For Begging,02. For Begging,3,0,0,0,0,0,0,3,1,0,1,0,3,1
Arunachal Pradesh,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Chhattisgarh,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Gujarat,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Begging,02. For Begging,2,0,1,0,0,1,0,2,0,1,0,0,1,0
Kerala,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Madhya Pradesh,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,2,2,2,0,0,0,0,0,0
Manipur,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Begging,02. For Begging,25,0,25,0,0,25,0,25,0,0,0,0,0,0
Puducherry,2010,Kidnap - For Begging,02. For Begging,1,0,0,0,0,3,3,3,0,0,0,0,0,0
Punjab,2010,Kidnap - For Begging,02. For Begging,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Rajasthan,2010,Kidnap - For Begging,02. For Begging,3,0,0,0,0,2,2,3,0,0,0,0,1,1
Tamil Nadu,2010,Kidnap - For Begging,02. For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Kidnap - For Begging,02. For Begging,18,4,2,0,0,6,0,20,12,0,0,0,14,2
Andhra Pradesh,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,78,49,25,2,0,78,2,78,0,0,0,0,0,0
Arunachal Pradesh,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,7,0,7,0,0,7,0,7,0,0,0,0,0,0
Assam,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,65,24,28,12,0,65,1,65,0,0,0,0,0,0
Bihar,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,46,7,35,4,0,46,0,46,0,0,0,0,0,0
Chandigarh,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,3,2,1,0,0,3,0,3,0,0,0,0,0,0
Delhi,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,14,11,2,0,0,13,0,14,1,0,0,0,1,0
Goa,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Gujarat,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,141,81,42,3,0,128,2,141,8,5,0,0,13,0
Haryana,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,95,75,17,0,0,95,3,95,0,0,0,0,0,0
Himachal Pradesh,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,6,6,0,0,0,6,0,6,0,0,0,0,0,0
Jammu & Kashmir,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,203,83,104,14,0,203,2,203,0,0,0,0,0,0
Jharkhand,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,13,5,9,2,0,16,0,20,0,4,0,0,4,0
Karnataka,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,11,3,6,1,0,11,1,11,0,0,0,0,0,0
Kerala,2001,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,9,5,0,1,0,8,2,10,2,0,0,0,2,0
